city,hotel_name,score,description,latitude,longitude,temperature,humidity
Nímes,Best Western Marquis de la Baume,7.9,"Located in the centre of the historic town of Nîmes, Hôtel Marquis de la Baume is a 17th-century town house just 3.7 km from Parc Expo Nîmes and 650 metres from Nîmes Arena. Free WiFi is provided. ",43.83959476,4.3610841,3,63
Nímes,Hôtel & Spa Vatel,8.2,"Located a 10-minute drive from Nimes city centre and 15 kilometres from the Nimes-Arles-Camargue Airport, this 4-star resort offers free access to the Vatel’s Spa and fitness centre, where facilities...",43.82057675,4.31912698,3,63
Nímes,Zenitude Hôtel-Résidences Nîmes Centre,6.8,Zenitude Nîmes Centre is an eco-friendly residence located in Nîmes. Parc Expo Nîmes is 1.6 km from the property. Free WiFi is featured. ,43.83249328,4.36785668,3,63
Nímes,Novotel Atria Nimes Centre,7.7,"Located in Nîmes city centre, this hotel is just minutes from the Train Station, the Arènes Roman amphitheatre, and the town’s main square. ",43.83542065,4.36340421,3,63
Nímes,Appart'City Nimes,6.9,"This Appart'City is located in Nîmes, a 20-minute walk from the Arena of Nîmes and the TGV Train Station  It is 500 metres from Le Parnasse Sports Centre and Exhibition Centre. ",43.82158549,4.3645978,3,63
Nímes,Kyriad Nîmes Ouest A9,7.6,"Located a 10-minute drive from the centre of Nîmes, this 3-star hotel is ideally located 2 km from the exit 25 of the A9 motorway. ",43.81470735,4.3448326,3,63
Nímes,Logis NIMOTEL Hôtel Cosy,7.4,"Nimotel is located 1 km from the A9 motorway and a 10-minute drive from central Nimes. It has 24-hour reception, a secure outdoor pool and free WiFi access. ",43.81557635,4.34660353,3,63
Nímes,Twenty's Business Flats Nîmes Trigone,8.1,"Set in Nîmes, Twenty's Business Flats Nîmes Trigone offers accommodation 13 km from Parc Expo Nîmes and 34 km from Arles Amphitheatre. ",43.831504,4.367797,3,63
Nímes,Appart'City Confort Nimes Arenes,8.6,"Appart'City Confort Nimes Arenes is set in the historic centre of Nîmes, a 1-minute walk from the Arena and 300 metres from the train station. Underground public parking is available nearby. ",43.83387353,4.36143396,3,63
Nímes,Mas d'Escattes,9.6,"Located 10 km from Parc Expo Nîmes, Mas d'Escattes provides accommodation with an outdoor swimming pool, a garden and a shared kitchen for your convenience. ",43.870469,4.40491,3,63
Nímes,Maison familiale à Nîmes,8.4,Managed by a private host,43.8336424,4.37809653,3,63
Nímes,La Terra Nostra - Townhouse - Swimming pool,8.1,"Set in Nîmes, within 13 km of Parc Expo Nîmes and 35 km of Arles Amphitheatre, La Terra Nostra - Townhouse - Swimming pool offers accommodation with free WiFi, air conditioning, a garden and a...",43.843197,4.3602624,3,63
Nímes,"Le Pari Nîmois, avec Parking, Centre Ville Arènes",9.5,Managed by a private host,43.83558788,4.36419414,3,63
Uzès,Le trente trois,9.1,"Set in Uzès, 31 km from Parc Expo Nîmes and 38 km from Avignon Central Station, Le trente trois offers city views and free WiFi. ",44.00964195,4.41788524,2,68
Nímes,Roma Divine home cinéma et jardin,9.8,Managed by a private host,43.8354875,4.36488547,3,63
Uzès,Une chambre à Uzès,9.2,Managed by a private host,44.0118323,4.4185005,2,68
Uzès,Au Gré Du Voyage,9.2,Managed by a private host,44.0138602,4.42187353,2,68
Uzès,BEL APPARTEMENT SPACIEUX CENTRE VILLE UZES T3,9.0,Managed by a private host,44.0137,4.4179929,2,68
Uzès,Appartement des amoureux,8.1,Managed by a private host,44.00771258,4.40714631,2,68
Uzès,"Maison d’architecte, vue sublime sur Uzès",9.0,Managed by a private host,44.0094393,4.4205349,2,68
Uzès,Maison de Roche-Uzès Centre Historique L' Ucetia,9.3,Managed by a private host,44.0112246,4.4199226,2,68
Nímes,Royal Hôtel,8.2,"Set in the heart of Nîmes, Royal Hôtel features an on-site restaurant, La Bodéguita, which opens onto Assas Square. ",43.8388151,4.35481846,3,63
Uzès,Le Cherche Midi - Appartement centre historique d'Uzès,9.4,Managed by a private host,44.0127104,4.4185003,2,68
Uzès,Maison des Bouvreuils,9.1,Managed by a private host,44.0117798,4.4063082,2,68
Uzès,Appartement dans Hotel de Flaux,9.2,Managed by a private host,44.01201965,4.41943443,2,68
Uzès,Logis Hotel Restaurant Uzès Pont du Gard,7.7,"Logis Hotel Restaurant Uzès Pont du Gard offers comfortable and well-equipped rooms, just a 10-minute walk from the centre. ",44.00284485,4.41645205,2,68
Uzès,Appartement de charme dans le cœur historique d’Uzès,9.4,Managed by a private host,44.01250536,4.42093049,2,68
Uzès,"Les Canisses, magnifique appartement avec terrasse au cœur d'Uzès",9.7,Managed by a private host,44.0135452,4.4170735,2,68
Uzès,La bohème place aux herbes,9.5,Managed by a private host,44.01167638,4.41908838,2,68
Uzès,Le Pré Aux Cigales,9.7,Managed by a private host,44.01544515,4.40987,2,68
Uzès,Maison De La Bourgade,9.8,Managed by a private host,44.009668,4.418032,2,68
Uzès,Le mazet d'Uzès,7.1,"Located in Uzès, 31 km from Parc Expo Nîmes and 36 km from Avignon Central Station, Le mazet d'Uzès provides accommodation with free WiFi, air conditioning, an outdoor swimming pool and a garden. ",43.99669604,4.42597425,2,68
Uzès,"Uzès Duché luxueux appartement, terrasse privée",,Managed by a private host,44.0125138,4.4199993,2,68
Uzès,Bon Jour Uzès,9.6,Managed by a private host,44.0121968,4.41912483,2,68
Uzès,LE MAS DES OLIVIERS appartement 3 min a pied du centre d'Uzès parking piscine,8.9,Managed by a private host,44.012765,4.414323,2,68
Uzès,Les Olives,7.6,"Set in Uzès, 31 km from Parc Expo Nîmes and 35 km from Avignon Central Station, Les Olives offers accommodation with free WiFi, air conditioning and access to a garden with an outdoor swimming pool. ",43.99579924,4.42739208,2,68
Uzès,Les Gîtes de Cayenne - Gîte Olivia,8.7,Managed by a private host,44.0121786,4.4063181,2,68
Uzès,UZES APPART HOTEL Résidence Le Mas des Oliviers,7.5,Managed by a private host,44.01263259,4.41414893,2,68
Uzès,Résidence La Bastide d'Uzes,8.8,Managed by a private host,44.001412,4.419783,2,68
Saintes Maries de la mer,Maison au bord de mer,9.4,"Offering a terrace and garden view, Maison au bord de mer is located in Saintes-Maries-de-la-Mer, 200 metres from Arenas Beach and 200 metres from Amphora Beach. ",43.45015609,4.42718344,4,65
Saintes Maries de la mer,L'appartement de l'église,8.9,Managed by a private host,43.45155631,4.4282775,4,65
Saintes Maries de la mer,"Appartement Saintes-Maries-de-la-Mer, 2 pièces, 4 personnes - FR-1-475-22",,"Appartement Saintes-Maries-de-la-Mer, 2 pièces, 4 personnes - FR-1-475-22 is situated in Saintes-Maries-de-la-Mer, 500 metres from Arenas Beach, 500 metres from Amphora Beach, and 700 metres from Crin...",43.4531568,4.4261789,4,65
Saintes Maries de la mer,Mangio Fango Hotel et Spa,8.6,"Mangio Fango Hotel et Spa in Saintes-Maries-de-la-Mer has 4-star accommodation with a garden, a terrace and a bar. ",43.45978795,4.42328453,4,65
Saintes Maries de la mer,Oh! Campings La Brise,7.6,"Set in Saintes-Maries-de-la-Mer in the Provence-Alpes-Côte d'Azur region, with Est Beach and Amphora Beach nearby, Oh! Campings La Brise offers accommodation with free private parking. ",43.455801,4.436295,4,65
Saintes Maries de la mer,Le Maset,8.8,"Located just 400 metres from the sandy beach in Saintes-Maries-de-La-Mer, Le Maset is an air-conditioned hotel offering a swimming pool surrounded by sun loungers. ",43.45656073,4.42670293,4,65
Saintes Maries de la mer,Appartement de l'olivier,9.1,Managed by a private host,43.45384869,4.42492882,4,65
Saintes Maries de la mer,Magnificent apartment typical of Saintes-Maries-de-laMer,,"Featuring sea views, Magnificent apartment typical of Saintes-Maries-de-laMer offers accommodation with a balcony and a kettle, around 600 metres from Amphora Beach. ",43.4537206,4.4296668,4,65
Saintes Maries de la mer,Mas des Cabidoules,9.7,"Featuring free WiFi, Mas des Cabidoules offers accommodation in Saintes-Maries-de-la-Mer, 1.9 km from Eglise des Stes Maries. The bed and breakfast has an outdoor pool and views of the lake. ",43.46610858,4.4140926,4,65
Saintes Maries de la mer,Hôtel Les Arcades,8.5,"Just 100 metres from the nearest beach and 400 metres from the church in Saintes-Maries-de-la-Mer, this 2-star hotel offers free WiFi access throughout the property. ",43.4526278,4.43076655,4,65
Saintes Maries de la mer,Hotel Lou Marquès,8.4,"Lou Marquès is located in Les Saintes Maries De La Mer, in Camargue Regional Nature Park.  It offers free WiFi and a sunny terrace and it is just 400 metres from the beaches. ",43.45512494,4.42874014,4,65
Saintes Maries de la mer,Vila De La Mar & Spa,8.0,"Vila De La Mar & Spa is a small hotel featuring modern design located in the centre of Saintes-Maries-de-la-Mer, 100 metres from the beach. ",43.45334531,4.43066597,4,65
Saintes Maries de la mer,Hôtel Le Neptune en Camargue,7.8,"Featuring a terrace, Hôtel Le Neptune en Camargue is located in Saintes-Maries-de-la-Mer in the Provence-Alpes-Côte d'Azur region, 400 metres from Arenas Beach and 500 metres from Amphora Beach. ",43.452127,4.425347,4,65
Saintes Maries de la mer,Le Mas de Cocagne,8.6,"Le Mas de Cocagne features a seasonal heated outdoor swimming pool and a garden. It is located at the entrance of Saintes-Maries-de-la-Mer, just 800 metres from the sandy beaches and the town centre. ",43.45831608,4.42523181,4,65
Saintes Maries de la mer,Résidence La Palma,8.1,Résidence La Palma is located in Saintes-Maries-de-la-Mer just 100 metres from the beach and village centre. ,43.45105644,4.42515671,4,65
Saintes Maries de la mer,Auberge Cavaliere du Pont des Bannes,7.3,"Situated in a quiet natural environment in Saintes-Maries-de-la-Mer, Auberge Cavaliere du Pont des Bannes offers comfortable rooms, 2 outdoor swimming pools, a spa area with a sauna and hot tub, a...",43.46542981,4.41963136,4,65
Saintes Maries de la mer,Hotel Camille,7.9,"This air-conditioned hotel featuring a terrace is located on the beachfront in Saintes-Maries-de-la-Mer, 35 km from Arles. Free Wi-Fi access and an LCD TV are offered in the modern rooms. ",43.45039148,4.42991227,4,65
Saintes Maries de la mer,Oh! Campings - Le Clos du Rhône,7.8,"Oh! Campings - Le Clos du Rhône offers accommodation in Saintes-Maries-de-la-Mer, 2.4 km from Eglise des Stes Maries. Set on the beachfront, this property has a restaurant and a bar. ",43.44888,4.40168,4,65
Saintes Maries de la mer,Les Rizières,8.1,"Set by a pond, Les Rizières is a hotel situated 2.8 km from Saintes-Maries-de-la-Mer and 2.4 km from Pont De Gau Ornithological Park with its pink flamingos. ",43.47103999,4.41058695,4,65
Saintes Maries de la mer,L'Estrambord de Camargue,8.4,Managed by a private host,43.452083,4.425598,4,65
Saintes Maries de la mer,Mas des Rièges & Spa,8.8,"Set in Saintes-Maries-de-la-Mer, 1.4 km from Amphora Beach, Mas des Rièges & Spa offers accommodation with an outdoor swimming pool, free private parking, a garden and a terrace. ",43.46150341,4.42932761,4,65
Saintes Maries de la mer,Hôtel Casa Marina,8.9,"Set in Saintes-Maries-de-la-Mer, Hôtel Casa Marina offers beachfront accommodation 90 metres from Amphora Beach and offers various facilities, such as a bar, a garden and a terrace. ",43.451133,4.430953,4,65
Aigues Mortes,Maison Aigues-Mortes 8 couchages,9.0,Managed by a private host,43.5720711,4.1935493,4,60
Saintes Maries de la mer,Hotel Les Palmiers En Camargue,7.9,"Situated 100 metres from sandy beaches and 200 metres from Eglise des Stes Maries in Saintes-Maries-de-la-Mer, Hotel Les Palmiers En Camargue features free WiFi access. ",43.45106618,4.42509368,4,65
Aigues Mortes,Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel,7.0,"Featuring free WiFi and a seasonal outdoor swimming pool, Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel is located in Aigues-Mortes, a 15-minute drive from the Carmague Natural Regional Park. ",43.57639589,4.19781804,4,60
Saintes Maries de la mer,Mas De Calabrun,8.4,"Featuring an outdoor pool, boules pitch and table tennis table, Mas de Calabrun is a hotel located on a private estate in Saintes-Maries-de-la-Mer in the Camargue Regional Park. ",43.5022583,4.42575753,4,65
Aigues Mortes,Mas Tarquin,9.0,Managed by a private host,43.56104408,4.21780586,4,60
Saintes Maries de la mer,Le Dauphin Bleu,8.4,"Located 50 metres from the beach, Le Dauphin Bleu faces the Mediterranean Sea and is 400 metres from the centre of Saintes-Maries-de-la-Mer's historic old town. ",43.45233086,4.43364993,4,65
Aigues Mortes,Charmant appartement au cœur des remparts,8.8,Managed by a private host,43.5656986,4.1908793,4,60
Aigues Mortes,Marina 120m²/8 pers/ terrasse 100m²/ appontement,,Managed by a private host,43.57542823,4.18729056,4,60
Aigues Mortes,"appartement n2 centre village, clim, parking gratuit",,Managed by a private host,43.5672407,4.1938007,4,60
Aigues Mortes,Les suites du 17,9.0,"Set in Aigues-Mortes, 24 km from Montpellier Arena, Les suites du 17 offers air-conditioned rooms and a garden. ",43.566227,4.191121,4,60
Aigues Mortes,Lou Mirèio,9.4,Managed by a private host,43.56607498,4.19257857,4,60
Aigues Mortes,Studio Couleur Camargue Intra-Muros Free parking,10.0,Managed by a private host,43.5645114,4.19253748,4,60
Aigues Mortes,Boutique Hôtel des Remparts & Spa,9.5,"Located in a former military station dating from the 18th-century, inside the medieval ramparts of Aigues-Mortes, this refined hotel offers a bar and a terrace with sun loungers. ",43.56803552,4.1903438,4,60
Aigues Mortes,"Amazing home in Aigues-Mortes with 4 Bedrooms, WiFi and Outdoor swimming pool",9.0,"Amazing home in Aigues-Mortes with 4 Bedrooms, WiFi and Outdoor swimming pool is located in Aigues-Mortes, 24 km from Montpellier Arena, 24 km from Parc des Expositions de Montpellier, and 28 km from...",43.5737,4.1894773,4,60
Aigues Mortes,Séjour atypique et insolite sur notre péniche La Coradine avec jacuzzi,9.6,Managed by a private host,43.581709,4.208536,4,60
Aigues Mortes,Résidence Odalys Le Mas des Flamants,8.0,"Located outside Aigues-Mortes’ fortifications, Résidence Odalys Le Mas des Flamants is just next to the Vidourle River. ",43.57379435,4.18062186,4,60
Aigues Mortes,la cabane du saunier Stella - Etang du Roy,9.5,Managed by a private host,43.5793021,4.2128337,4,60
Aigues Mortes,La Maison de Lyna,9.0,"Situated 24 km from Montpellier Arena in Aigues-Mortes, La Maison de Lyna features accommodation with air conditioning and free WiFi. ",43.5660175,4.1923532,4,60
Aigues Mortes,Résidence Odalys Fleur de Sel,8.3,"Set in Aigues-Mortes, Résidence Odalys Fleur de Sel is a 5-minute walk from the historic town centre and offers a seasonal outdoor heated pool. Free WiFi is available on site. ",43.574094,4.179246,4,60
Aigues Mortes,La Paloma,8.9,Managed by a private host,43.57006008,4.1871778,4,60
Aigues Mortes,Maison T4 -Jardin+ Parking+ Clim -Proche Remparts,8.1,"Maison T4 -Jardin+ Parking+ Clim -Proche Remparts, a property with a terrace, is located in Aigues-Mortes, 25 km from Parc des Expositions de Montpellier, 29 km from Zenith Sud Montpellier, as well as...",43.5658193,4.2053528,4,60
Aigues Mortes,Maison des Croisades,8.8,Maison des Croisades in Aigues-Mortes offers bike rental and a garden. The hotel features free WiFi and a terrace. Guests can enjoy Canal & Garden Views. Le Grau-du-Roi beach is a 10-minute drive...,43.5689974,4.1882982,4,60
Aigues Mortes,La Villa Mazarin,9.1,"Set in a building dating from the 15th century, La Villa Mazarin is located in the fortified city of Aigues-Mortes. It offers a terrace and guests can enjoy a drink at the bar. ",43.56498662,4.19175196,4,60
Aigues Mortes,CABANE DU SAUNIER MAIA ETANG DU ROY,9.2,Managed by a private host,43.5575394,4.1823967,4,60
Aigues Mortes,Hôtel Saint Louis,8.4,"Set in the historical heart of Aigues-Mortes, 200 yards from the Tour de Constance, Hôtel Saint Louis is an air-conditioned hotel with a wellness center and restaurant. ",43.56721967,4.1893436,4,60
Collioure,4AMB2 - Villa - Résidence d'Ambeille piscine collective,6.5,"Located in Collioure, just 1.4 km from Ouille Beach, 4AMB2 - Villa - Résidence d'Ambeille piscine collective provides beachfront accommodation with a seasonal outdoor swimming pool, a garden, a...",42.525133,3.075164,5,65
Aigues Mortes,Hotel Canal Aigues Mortes,8.5,"Hotel Canal Aigues Mortes is a 5-minute walk to the fortified city, on the banks of the canal, visible from its panoramic terrace and swimming pool. It offers air-conditioned rooms with free WiFi. ",43.57298752,4.1948247,4,60
Collioure,appart central et son parking privatif gratuit,8.9,Managed by a private host,42.52488242,3.08187893,5,65
Collioure,Les mimosas,9.5,Managed by a private host,42.5243249,3.0771752,5,65
Collioure,"Charmant T2 rénové, parking, piscine, plage à 150m",8.0,Managed by a private host,42.52250628,3.08809931,5,65
Collioure,Appartement Les Roches Bleues - 5RB14,9.0,"Featuring sea views, Appartement Les Roches Bleues - 5RB14 provides accommodation with a terrace and a coffee machine, around 200 metres from Oli Beach. ",42.523431,3.097688,5,65
Collioure,Appartement - Vue sur Mer Roches Bleues - 2RB38A,7.7,"Offering sea views, Appartement - Vue sur Mer Roches Bleues - 2RB38A is an accommodation located in Collioure, 70 metres from Oli Beach and 200 metres from Reguers Beach. ",42.524788,3.098568,5,65
Collioure,Magnifique appartement proche centre Collioure,7.9,Managed by a private host,42.52182,3.0773047,5,65
Collioure,AZUR-Les pieds dans l'eau-Vue sur Mer et Clocher de Collioure en toile de fond - WIFI - PARKING,9.4,Managed by a private host,42.52404982,3.09655284,5,65
Collioure,Au coeur de Collioure,9.3,Managed by a private host,42.5273935,3.0847579,5,65
Collioure,Hôtel la Bona Casa,8.5,"Hotel Bona Casa is located in the historic centre of Collioure, just 300 metres from the beach and from the Château Royal. The hotel proposes free Wi-Fi internet access and a shaded terrace. ",42.52547153,3.0826987,5,65
Collioure,Studio Centre Plage parking gratuit,9.2,Managed by a private host,42.52298768,3.08732966,5,65
Collioure,Le Madeloc Hôtel & Spa,8.8,Just 500 metres from Collioure town centre and a 10-minute walk from the beach is Le Madeloc Hôtel & Spa. ,42.52876467,3.07865426,5,65
Collioure,Appartement de charme à 50m de la plage de sable,8.5,Managed by a private host,42.5238821,3.0844023,5,65
Collioure,Hôtel Princes de Catalogne,7.9,"Situated on a quiet square in picturesque Collioure, this hotel is located a 400 metres from the beach. The hotel was renovated in early 2021 and features a contemporary style. ",42.52591431,3.0826816,5,65
Collioure,Les Suites de Collioure,9.4,"Located in Collioure, 200 metres from Port Avall Beach and 400 metres from Boramar Beach, Les Suites de Collioure provides city views and free WiFi. ",42.52439,3.082726,5,65
Collioure,Hôtel Triton,7.2,"Set on the Boutiquet Beach, this hotel offers air-conditioned rooms either overlooking Collioure Bay or the Pyrennees Mountains. Free WiFi access is available in the original building. ",42.52371617,3.08713473,5,65
Collioure,Hotel Méditerranée,7.7,"Featuring a Mediterranean garden and a terrace, Hotel Méditerranée offers accommodation in Collioure, a 5-minute walk from the nearest beach. ",42.52708254,3.08026291,5,65
Collioure,Le Mas des Citronniers,8.0,"Located in the centre of Collioure, just 250 metres from the beach, this hotel offers air-conditioned guestrooms in a traditional Catalan building. Free Wi-Fi is available throughout the hotel. ",42.52538159,3.08256391,5,65
Collioure,Bel appartement pour 4 personnes - 4SAP22,7.8,"Featuring sea views, Bel appartement pour 4 personnes - 4SAP22 provides accommodation with a terrace and a kettle, around 200 metres from Balette Beach. ",42.52434874,3.09014887,5,65
Collioure,Hôtel La Casa Pairal,8.8,"Situated 250 metres from Collioure beach and port, Hôtel La Casa Pairal features an exotic floral garden and a heated outdoor swimming pool. ",42.52616733,3.08235571,5,65
Collioure,La Frégate,8.2,"Featuring a restaurant, a bar and a shared lounge, La Frégate is located in Collioure and is 200 metres from Boramar Beach. ",42.52638625,3.08325659,5,65
Collioure,Résidence Saint Vincent,8.0,"Set in Collioure, 80 metres from Boramar Beach and 200 metres from Nord Beach, Résidence Saint Vincent offers city views and free WiFi. ",42.52730095,3.08423268,5,65
Toulouse,404 · Wonder Appart - Vue Garonne -,8.9,"Situated within the Capitole district in Toulouse, 404 · Wonder Appart - Vue Garonne - has air conditioning, a patio, and city views. ",43.5954533,1.4411676,1,84
Toulouse,Aparthotel Adagio Toulouse Centre Ramblas,8.8,"Aparthotel Adagio Toulouse Centre Ramblas is located in the city centre of Toulouse, a few minutes’ walk from Place Wilson and the TGV train station, and 4.5 km from Toulouse Stadium. ",43.60879028,1.45354271,1,84
Toulouse,L'ALCÔVE Saint GEORGES ★ Au cœur de TOULOUSE,8.3,"In the Capitole district of Toulouse, close to Capitole Metro Station, L'ALCÔVE Saint GEORGES ★ Au cœur de TOULOUSE features a terrace, free WiFi and a washing machine. ",43.60328108,1.45088518,1,84
Collioure,Résidence du Soleil,7.8,"Set 400 metres from Collioure Royal Castle in Collioure and 100 metres from the beach, this apartment located in the city center features a terrace and a garden. ",42.52311754,3.0854253,5,65
Collioure,Les Roches Brunes,9.1,"Located in Collioure, 70 metres from Balette Beach, Les Roches Brunes provides accommodation with a restaurant, free private parking, a bar and a garden. ",42.52534777,3.09032446,5,65
Toulouse,Residhome Toulouse Occitania,8.3,An outdoor swimming pool and free Wi-Fi access feature in this Residhome. ,43.5938049,1.41036384,1,84
Toulouse,Montempô Apparthôtel Toulouse Balma,7.1,"Located 6 km from Toulouse Expo and featuring free WiFi, Montempô Apparthôtel Toulouse Balma provides studio apartments in Toulouse. ",43.6343031,1.4817265,1,84
Toulouse,Le Bonrepos - Appartement 2 chambres clim & parking,8.9,"Located in the centre of Toulouse, 5.7 km from Toulouse Stadium and 6.6 km from Zénith de Toulouse, Le Bonrepos - Appartement 2 chambres clim & parking offers a terrace and air conditioning. ",43.6094387,1.4534998,1,84
Toulouse,The Social Hub Toulouse,8.5,"The Social Hub Toulouse has a restaurant, seasonal outdoor swimming pool, a bar and shared lounge in Toulouse. This 4-star hotel offers luggage storage space and free WiFi. ",43.610053,1.43037,1,84
Toulouse,Le Grand Balcon Hotel,8.7,"Set in central Toulouse, Grand Balcon Hotel is a 4-star hotel featuring a 1930s décor and a 24-hour reception. ",43.60487367,1.44249469,1,84
Toulouse,Hôtel des Etats-Unis,7.2,"Hotel Des Etats-Unis is located north of central Toulouse, a few minutes’ drive from the A62 motorway and 200 metres from the Toulouse ring road.  It offers free Wi-Fi access. ",43.64579209,1.42683864,1,84
Toulouse,Boulbonne by Cocoonr,8.5,"Located in Toulouse, 3.4 km from Zénith de Toulouse and 400 metres from the centre, Boulbonne by Cocoonr provides air-conditioned accommodation with free WiFi, and a terrace. ",43.60022154,1.44815269,1,84
Toulouse,Atout Carmes,9.1,Managed by a private host,43.59597958,1.44284002,1,84
Toulouse,Les Loges des Chalets,9.2,Managed by a private host,43.61405143,1.44794021,1,84
Toulouse,Bel apt rénové en bord de Garonne,8.8,Managed by a private host,43.5982797,1.4403817,1,84
Toulouse,Hotel Ours Blanc - Centre,7.1,"The Hotel Ours Blanc is located on the Place Victor Hugo, in central Toulouse. The Hotel Ours Blanc is situated 200 metres from Jeanne d’Arc Metro Station. Toulouse Stadium is 4 km from the property. ",43.606274,1.44707523,1,84
Toulouse,Zenitude Hôtel-Résidences Toulouse Métropole,7.2,"Located in Toulouse, opposite the racecourse and near Jardin de Barry Park, Zenitude Hôtel-Résidences Toulouse Métropole offers an outdoor swimming pool. Toulouse Stadium is 4 km away. ",43.59149221,1.40322983,1,84
Toulouse,"Crowne Plaza Toulouse, an IHG Hotel",8.0,"Located in Toulouse City Centre, Crowne Plaza Toulouse is a 4-star hotel set 80 metres from Théâtre du Capitole Opéra House. ",43.60373649,1.44275352,1,84
Toulouse,Odalys City Toulouse Centre Compans Caffarelli,8.6,"Located 1.8 km from Zénith de Toulouse, Odalys City Centre Compans Caffarelli provides accommodation with a shared lounge, a garden and a 24-hour front desk for your convenience. ",43.6090789,1.4274835,1,84
Toulouse,Aparthotel Adagio Access Toulouse Jolimont,7.6,"This Adagio Access Hotel is located in Toulouse, just 10 metres from Jolimont Metro station (line A) and 5 km from Toulouse Stadium. ",43.61475877,1.46306187,1,84
Toulouse,LA CARTOUCHERIE,9.4,Managed by a private host,43.6017215,1.4080879,1,84
Toulouse,Ibis Styles Toulouse Centre Canal du Midi,7.5,"The ibis Styles Toulouse Center Canal du Midi is located in the center of Toulouse, on the banks of the Canal du Midi and next to the Halle aux Grains concert hall, just 1 km from Place du Capitole...",43.6014709,1.45706829,1,84
Toulouse,Confort Appartement 110 m² CleanNcosy Toulouse Hypercentre,9.0,Managed by a private host,43.6006044,1.4453599,1,84
Toulouse,Hotel Ours Blanc - Place Victor Hugo,6.9,"Located in the heart of Toulouse, the Ours Blanc is set next to Place Victor Hugo and 4 km from Toulouse Stadium. Each soundproofed room has free WiFi, air-conditioning and a TV. ",43.60701882,1.44618474,1,84
Carcassonne,Hotel de la Cité & Spa MGallery,8.9,"Set in Carcassonne's circular walls, Hotel de la Cite Carcassonne - MGallery Collection is set in a Medieval-style chateau. ",43.205627,2.362696,1,86
Carcassonne,Gîte Carcasso,9.6,Managed by a private host,43.207065,2.361346,1,86
Carcassonne,La Maison de L' Ambassadeur Carcassonne,9.2,"Located in Carcassonne, 17 km from Lastours Castle and 200 metres from Memorial House (Maison des Memoires), La Maison de L' Ambassadeur Carcassonne provides accommodation with free WiFi, air...",43.21189357,2.35187625,1,86
Carcassonne,Sous les courtines,9.3,"Offering a garden of 700 m² , Sous les courtines is set in Carcassonne, 100 meters from the city's ramparts. Free WiFi is offered throughout the property. ",43.20482232,2.36041129,1,86
Carcassonne,Apartment La Terasse,9.5,"Apartment La Terasse is set in Carcassonne, 18 km from Lastours Castle and 50 km from Termes Chateau, in an area where cycling can be enjoyed. ",43.211158,2.350889,1,86
Carcassonne,Cerise Carcassonne Sud,7.7,"Located 500 metres from the medieval citadel of Carcassonne, Cerise Carcassonne Sud offers an indoor swimming pool, hammam, and free WiFi. The Saint Louis Bastide is only 1.5 km away. ",43.20754846,2.3726145,1,86
Carcassonne,Le Jardin de La Tour Pinte,9.6,"Located in Carcassonne, 18 km from Lastours Castle and 50 km from Termes Chateau, Le Jardin de La Tour Pinte provides accommodation with free WiFi, air conditioning, a garden and a terrace. ",43.2076468,2.361746,1,86
Carcassonne,Adonis Carcassonne,7.5,"Adonis Carcassonne offers accommodation at the foot of the historic centre, just 350 metres from the medieval town of Carcassonne. It is a 10-minute drive from Carcassonne Airport. ",43.20478378,2.36022029,1,86
Carcassonne,A l'ombre des remparts,9.3,Managed by a private host,43.2091252,2.3619773,1,86
Carcassonne,Audotel,8.0,"Audotel is located in Carcassonne, within 4 km from Carcassonne's Medieval City and The Canal du Midi. Free WiFi is available throughout. The rooms will provide you with a flat-screen TV and a desk. ",43.20528921,2.40765542,1,86
Carcassonne,Mercure Carcassonne La Cité,8.1,"Set just a 4-minute walk from the medieval district of Carcassonne, Mercure Carcassonne La Cité offers an outdoor swimming pool in summer and views of the city walls. Free WiFi is provided. ",43.2071641,2.36981213,1,86
Carcassonne,Hôtel l'Aragon,8.4,"Situated just 50 metres from the historic centre of Carcassone in the Aude region, Hôtel l'Aragon features free WiFi throughout the property. ",43.20779948,2.36734718,1,86
Carcassonne,B&B Les chambres d'Aimé,9.5,"Featuring free WiFi, Les chambres d'Aimé offers accommodation in an entirely restored 19th-century house in Carcassonne, a 20-minute walk from the Cité de Carcassonne. ",43.21183,2.3498953,1,86
Carcassonne,Hotel Espace Cite,8.3,"Hotel Espace Cite is just 200 metres from the medieval city centre of Carcassonne, and 500 metres from the Midi canal, both listed sites of UNESCO's world patrimony. This hotel offers free WiFi...",43.2083547,2.36776024,1,86
Carcassonne,Apartment Jeanne,9.1,"Located in Carcassonne, 18 km from Lastours Castle, 50 km from Termes Chateau and 100 metres from Carcassonne Cathedral, Apartment Jeanne provides accommodation with a terrace and free WiFi. ",43.211158,2.350889,1,86
Carcassonne,Hotel De La Bastide,8.0,"Hotel De La Bastide is a family-run hotel located in the centre of Carcassonne, a 5-minute walk from the train station and a 25-minute walk from the medieval city. ",43.2156776,2.34974384,1,86
Carcassonne,Carcassonne Townhouse,9.3,"Carcassonne Townhouse is set 1.1 km form the Cité Médiévale, and 800 metres from the Place Carnot and shops and restaurants. The Pont Vieux can be reached within 280 metres. ",43.209841,2.356905,1,86
